|note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
1178|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::sienten::…sentir…}} (orgull)| ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb presente sentir |sentir|sentir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::sienten::…sentir…}} (orgullo)|senten|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (orgull)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::senten::…sentir…}} (orgull)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès sentir 
1222|⊙ Ara mateix, ⊙jo {{c1::produzco::…producir…}} (sons)| ends_in_ir high_irregularity irregular_form irregular_verb presente producir yo |producir|produir|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::produzco::…producir…}} (sonidos)|produeixo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (sons)|⊙ Ara mateix, ⊙jo {{c1::produeixo::…produir…}} (sons)|present|indicatiu|-ir|jo| present indicatiu -ir jo produir 
1223|⊙ Ara mateix, ⊙tu {{c1::produces::…producir…}} (sons)| ends_in_ir high_irregularity irregular_verb presente producir regular_form tú tú_vos |producir|produir|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::produces::…producir…}} (sonidos)|produeixes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (sons)|⊙ Ara mateix, ⊙tu {{c1::produeixes::…produir…}} (sons)|present|indicatiu|-ir|tu| present indicatiu -ir tu produir 
1224|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::produce::…producir…}} (sons)| ends_in_ir high_irregularity irregular_verb presente producir regular_form él_ella_usted |producir|produir|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::produce::…producir…}} (sonidos)|produeix|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (sons)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::produeix::…produir…}} (sons)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè produir 
1225|⊙ Ara mateix, ⊙nosaltres {{c1::producimos::…producir…}} (sons)| ends_in_ir high_irregularity irregular_verb nosotros presente producir regular_form |producir|produir|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::producimos::…producir…}} (sonidos)|produïm|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (sons)|⊙ Ara mateix, ⊙nosaltres {{c1::produïm::…produir…}} (sons)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres produir 
1226|⊙ Ara mateix, ⊙vosaltres {{c1::producís::…producir…}} (sons)| ends_in_ir high_irregularity irregular_verb presente producir regular_form vosotros |producir|produir|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::producís::…producir…}} (sonidos)|produïu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (sons)|⊙ Ara mateix, ⊙vosaltres {{c1::produïu::…produir…}} (sons)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres produir 
1227|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::producen::…producir…}} (sons)| ellos_ellas_ustedes ends_in_ir high_irregularity irregular_verb presente producir regular_form |producir|produir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::producen::…producir…}} (sonidos)|produeixen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (sons)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::produeixen::…produir…}} (sons)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès produir 
1271|⊙ Ara mateix, ⊙jo {{c1::busco::…buscar…}} (idees)| buscar ends_in_ar presente regular_form regular_verb yo |buscar|buscar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::busco::…buscar…}} (ideas)|busco|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (idees)|⊙ Ara mateix, ⊙jo {{c1::busco::…buscar…}} (idees)|present|indicatiu|-ar|jo| present indicatiu -ar jo buscar 
1272|⊙ Ara mateix, ⊙tu {{c1::buscas::…buscar…}} (idees)| buscar ends_in_ar presente regular_form regular_verb tú tú_vos |buscar|buscar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::buscas::…buscar…}} (ideas)|busques|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (idees)|⊙ Ara mateix, ⊙tu {{c1::busques::…buscar…}} (idees)|present|indicatiu|-ar|tu| present indicatiu -ar tu buscar 
1273|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::busca::…buscar…}} (idees)| buscar ends_in_ar presente regular_form regular_verb él_ella_usted |buscar|buscar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::busca::…buscar…}} (ideas)|busca|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (idees)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::busca::…buscar…}} (idees)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè buscar 
1274|⊙ Ara mateix, ⊙nosaltres {{c1::buscamos::…buscar…}} (idees)| buscar ends_in_ar nosotros presente regular_form regular_verb |buscar|buscar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::buscamos::…buscar…}} (ideas)|busquem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (idees)|⊙ Ara mateix, ⊙nosaltres {{c1::busquem::…buscar…}} (idees)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres buscar 
1275|⊙ Ara mateix, ⊙vosaltres {{c1::buscáis::…buscar…}} (idees)| buscar ends_in_ar presente regular_form regular_verb vosotros |buscar|buscar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::buscáis::…buscar…}} (ideas)|busqueu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (idees)|⊙ Ara mateix, ⊙vosaltres {{c1::busqueu::…buscar…}} (idees)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres buscar 
1276|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::buscan::…buscar…}} (idees)| buscar ellos_ellas_ustedes ends_in_ar presente regular_form regular_verb |buscar|buscar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::buscan::…buscar…}} (ideas)|busquen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (idees)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::busquen::…buscar…}} (idees)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès buscar 
1320|⊙ Ara mateix, ⊙jo {{c1::entiendo::…entender…}} (els motius de Carles)| ends_in_er entender irregular_form irregular_verb low_irregularity presente yo |entender|entendre|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::entiendo::…entender…}} (los motivos de Carlos)|entenc|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (els motius de Carles)|⊙ Ara mateix, ⊙jo {{c1::entenc::…entendre…}} (els motius de Carles)|present|indicatiu|-re|jo| present indicatiu -re jo entendre 
1321|⊙ Ara mateix, ⊙tu {{c1::entiendes::…entender…}} (els motius de Carles)| ends_in_er entender irregular_form irregular_verb low_irregularity presente tú tú_vos |entender|entendre|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::entiendes::…entender…}} (los motivos de Carlos)|entens|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (els motius de Carles)|⊙ Ara mateix, ⊙tu {{c1::entens::…entendre…}} (els motius de Carles)|present|indicatiu|-re|tu| present indicatiu -re tu entendre 
1322|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::entiende::…entender…}} (els motius de Carles)| ends_in_er entender irregular_form irregular_verb low_irregularity presente él_ella_usted |entender|entendre|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::entiende::…entender…}} (los motivos de Carlos)|entén|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (els motius de Carles)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::entén::…entendre…}} (els motius de Carles)|present|indicatiu|-re|ell/ella/vostè| present indicatiu -re ell/ella/vostè entendre 
1323|⊙ Ara mateix, ⊙nosaltres {{c1::entendemos::…entender…}} (els motius de Carles)| ends_in_er entender irregular_verb low_irregularity nosotros presente regular_form |entender|entendre|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::entendemos::…entender…}} (los motivos de Carlos)|entenem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (els motius de Carles)|⊙ Ara mateix, ⊙nosaltres {{c1::entenem::…entendre…}} (els motius de Carles)|present|indicatiu|-re|nosaltres| present indicatiu -re nosaltres entendre 
1324|⊙ Ara mateix, ⊙vosaltres {{c1::entendéis::…entender…}} (els motius de Carles)| ends_in_er entender irregular_verb low_irregularity presente regular_form vosotros |entender|entendre|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::entendéis::…entender…}} (los motivos de Carlos)|enteneu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (els motius de Carles)|⊙ Ara mateix, ⊙vosaltres {{c1::enteneu::…entendre…}} (els motius de Carles)|present|indicatiu|-re|vosaltres| present indicatiu -re vosaltres entendre 
1325|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::entienden::…entender…}} (els motius de Carles)| ellos_ellas_ustedes ends_in_er entender irregular_form irregular_verb low_irregularity presente |entender|entendre|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::entienden::…entender…}} (los motivos de Carlos)|entenen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (els motius de Carles)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::entenen::…entendre…}} (els motius de Carles)|present|indicatiu|-re|ells/elles/vostès| present indicatiu -re ells/elles/vostès entendre 
1369|⊙ Ara mateix, ⊙jo {{c1::muero::…morir…}} (la por)| ends_in_ir high_irregularity irregular_form irregular_verb morir presente yo |morir|morir|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::muero::…morir…}} (de miedo)|moro|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (la por)|⊙ Ara mateix, ⊙jo {{c1::moro::…morir…}} (la por)|present|indicatiu|-ir|jo| present indicatiu -ir jo morir 
1370|⊙ Ara mateix, ⊙tu {{c1::mueres::…morir…}} (la por)| ends_in_ir high_irregularity irregular_form irregular_verb morir presente tú tú_vos |morir|morir|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::mueres::…morir…}} (de miedo)|mors|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (la por)|⊙ Ara mateix, ⊙tu {{c1::mors::…morir…}} (la por)|present|indicatiu|-ir|tu| present indicatiu -ir tu morir 
1371|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::muere::…morir…}} (la por)| ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb morir presente refrán él_ella_usted |morir|morir|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::muere::…morir…}} (de miedo)|mor|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (la por)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::mor::…morir…}} (la por)|present|indicatiu|-ir|ell/ella/vostè| present indicatiu -ir ell/ella/vostè morir 
1372|⊙ Ara mateix, ⊙nosaltres {{c1::morimos::…morir…}} (la por)| ends_in_ir high_irregularity irregular_verb morir nosotros presente regular_form |morir|morir|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::morimos::…morir…}} (de miedo)|morim|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (la por)|⊙ Ara mateix, ⊙nosaltres {{c1::morim::…morir…}} (la por)|present|indicatiu|-ir|nosaltres| present indicatiu -ir nosaltres morir 
1373|⊙ Ara mateix, ⊙vosaltres {{c1::morís::…morir…}} (la por)| ends_in_ir high_irregularity irregular_verb morir presente regular_form vosotros |morir|morir|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::morís::…morir…}} (de miedo)|moriu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (la por)|⊙ Ara mateix, ⊙vosaltres {{c1::moriu::…morir…}} (la por)|present|indicatiu|-ir|vosaltres| present indicatiu -ir vosaltres morir 
1374|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::mueren::…morir…}} (la por)| ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir presente |morir|morir|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::mueren::…morir…}} (de miedo)|moren|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (la por)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::moren::…morir…}} (la por)|present|indicatiu|-ir|ells/elles/vostès| present indicatiu -ir ells/elles/vostès morir 
1418|⊙ Ara mateix, ⊙jo {{c1::caigo::…caer…}} (de somni)| caer ends_in_er in_the_wild irregular_form irregular_verb low_irregularity modismo presente yo |caer|caure|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::caigo::…caer…}} (de sueño)|caic|VMIP1S00|central|M|0|||⊙ Ara mateix, ⊙jo | (de somni)|⊙ Ara mateix, ⊙jo {{c1::caic::…caure…}} (de somni)|present|indicatiu|-re|jo| present indicatiu -re jo caure 
1419|⊙ Ara mateix, ⊙tu {{c1::caes::…caer…}} (de somni)| caer ends_in_er irregular_verb low_irregularity presente regular_form tú tú_vos |caer|caure|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::caes::…caer…}} (de sueño)|caus|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (de somni)|⊙ Ara mateix, ⊙tu {{c1::caus::…caure…}} (de somni)|present|indicatiu|-re|tu| present indicatiu -re tu caure 
1420|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::cae::…caer…}} (de somni)| caer ends_in_er in_the_wild irregular_verb low_irregularity modismo presente regular_form él_ella_usted |caer|caure|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::cae::…caer…}} (de sueño)|cau|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (de somni)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::cau::…caure…}} (de somni)|present|indicatiu|-re|ell/ella/vostè| present indicatiu -re ell/ella/vostè caure 
1421|⊙ Ara mateix, ⊙nosaltres {{c1::caemos::…caer…}} (de somni)| caer ends_in_er irregular_verb low_irregularity nosotros presente regular_form |caer|caure|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::caemos::…caer…}} (de sueño)|caiem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (de somni)|⊙ Ara mateix, ⊙nosaltres {{c1::caiem::…caure…}} (de somni)|present|indicatiu|-re|nosaltres| present indicatiu -re nosaltres caure 
1422|⊙ Ara mateix, ⊙vosaltres {{c1::caéis::…caer…}} (de somni)| caer ends_in_er irregular_verb low_irregularity presente regular_form vosotros |caer|caure|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::caéis::…caer…}} (de sueño)|caieu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (de somni)|⊙ Ara mateix, ⊙vosaltres {{c1::caieu::…caure…}} (de somni)|present|indicatiu|-re|vosaltres| present indicatiu -re vosaltres caure 
1423|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::caen::…caer…}} (de somni)| caer ellos_ellas_ustedes ends_in_er in_the_wild irregular_verb low_irregularity modismo presente regular_form |caer|caure|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::caen::…caer…}} (de sueño)|cauen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (de somni)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::cauen::…caure…}} (de somni)|present|indicatiu|-re|ells/elles/vostès| present indicatiu -re ells/elles/vostès caure 
1467|⊙ Ara mateix, ⊙jo {{c1::juego::…jugar…}} (amb el gat)| ends_in_ar irregular_form irregular_verb jugar low_irregularity presente yo |jugar|jugar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::juego::…jugar…}} (con el gato)|jugo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (amb el gat)|⊙ Ara mateix, ⊙jo {{c1::jugo::…jugar…}} (amb el gat)|present|indicatiu|-ar|jo| present indicatiu -ar jo jugar 
1468|⊙ Ara mateix, ⊙tu {{c1::juegas::…jugar…}} (amb el gat)| ends_in_ar irregular_form irregular_verb jugar low_irregularity presente tú tú_vos |jugar|jugar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::juegas::…jugar…}} (con el gato)|jugues|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (amb el gat)|⊙ Ara mateix, ⊙tu {{c1::jugues::…jugar…}} (amb el gat)|present|indicatiu|-ar|tu| present indicatiu -ar tu jugar 
1469|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::juega::…jugar…}} (amb el gat)| ends_in_ar in_the_wild irregular_form irregular_verb jugar low_irregularity presente refrán él_ella_usted |jugar|jugar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::juega::…jugar…}} (con el gato)|juga|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (amb el gat)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::juga::…jugar…}} (amb el gat)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè jugar 
1470|⊙ Ara mateix, ⊙nosaltres {{c1::jugamos::…jugar…}} (amb el gat)| ends_in_ar irregular_verb jugar low_irregularity nosotros presente regular_form |jugar|jugar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::jugamos::…jugar…}} (con el gato)|juguem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (amb el gat)|⊙ Ara mateix, ⊙nosaltres {{c1::juguem::…jugar…}} (amb el gat)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres jugar 
1471|⊙ Ara mateix, ⊙vosaltres {{c1::jugáis::…jugar…}} (amb el gat)| ends_in_ar irregular_verb jugar low_irregularity presente regular_form vosotros |jugar|jugar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::jugáis::…jugar…}} (con el gato)|jugueu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (amb el gat)|⊙ Ara mateix, ⊙vosaltres {{c1::jugueu::…jugar…}} (amb el gat)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres jugar 
1472|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::juegan::…jugar…}} (amb el gat)| ellos_ellas_ustedes ends_in_ar irregular_form irregular_verb jugar low_irregularity presente |jugar|jugar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::juegan::…jugar…}} (con el gato)|juguen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (amb el gat)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::juguen::…jugar…}} (amb el gat)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès jugar 
1516|⊙ Ara mateix, ⊙jo {{c1::elijo::…elegir…}} (destinacions exotiques)| elegir ends_in_ir high_irregularity irregular_form irregular_verb presente yo |elegir|triar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::elijo::…elegir…}} (destinaciones exóticas)|trio|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (destinacions exotiques)|⊙ Ara mateix, ⊙jo {{c1::trio::…triar…}} (destinacions exotiques)|present|indicatiu|-ar|jo| present indicatiu -ar jo triar 
1517|⊙ Ara mateix, ⊙tu {{c1::eliges::…elegir…}} (destinacions exotiques)| elegir ends_in_ir high_irregularity irregular_form irregular_verb presente tú tú_vos |elegir|triar|2|S|I|P|0|⊙ Ahora mismo, ⊙tú {{c1::eliges::…elegir…}} (destinaciones exóticas)|tries|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (destinacions exotiques)|⊙ Ara mateix, ⊙tu {{c1::tries::…triar…}} (destinacions exotiques)|present|indicatiu|-ar|tu| present indicatiu -ar tu triar 
1518|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::elige::…elegir…}} (destinacions exotiques)| elegir ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb presente refrán él_ella_usted |elegir|triar|3|S|I|P|0|⊙ Ahora mismo, ⊙él/ella/usted {{c1::elige::…elegir…}} (destinaciones exóticas)|tria|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (destinacions exotiques)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::tria::…triar…}} (destinacions exotiques)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè triar 
1519|⊙ Ara mateix, ⊙nosaltres {{c1::elegimos::…elegir…}} (destinacions exotiques)| elegir ends_in_ir high_irregularity irregular_verb nosotros presente regular_form |elegir|triar|1|P|I|P|0|⊙ Ahora mismo, ⊙nosotros {{c1::elegimos::…elegir…}} (destinaciones exóticas)|triem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (destinacions exotiques)|⊙ Ara mateix, ⊙nosaltres {{c1::triem::…triar…}} (destinacions exotiques)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres triar 
1520|⊙ Ara mateix, ⊙vosaltres {{c1::elegís::…elegir…}} (destinacions exotiques)| elegir ends_in_ir high_irregularity irregular_verb presente regular_form vosotros |elegir|triar|2|P|I|P|0|⊙ Ahora mismo, ⊙vosotros {{c1::elegís::…elegir…}} (destinaciones exóticas)|trieu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (destinacions exotiques)|⊙ Ara mateix, ⊙vosaltres {{c1::trieu::…triar…}} (destinacions exotiques)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres triar 
1521|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::eligen::…elegir…}} (destinacions exotiques)| elegir ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb presente |elegir|triar|3|P|I|P|0|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::eligen::…elegir…}} (destinaciones exóticas)|trien|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (destinacions exotiques)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::trien::…triar…}} (destinacions exotiques)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès triar 
1565|⊙ Ara mateix, ⊙jo {{c1::traigo::…traer…}} (fruita)| ends_in_er high_irregularity irregular_form irregular_verb presente traer yo |traer|portar|1|S|I|P|0|⊙ Ahora mismo, ⊙yo {{c1::traigo::…traer…}} (fruta)|porto|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (fruita)|⊙ Ara mateix, ⊙jo {{c1::porto::…portar…}} (fruita)|present|indicatiu|-ar|jo| present indicatiu -ar jo portar 
