	note	tags	spanish_verb	inf_verb	person	sing_or_plural	mood	tense	pos_neg_cmd	note1	note2
2557	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::lucían::…lucir…}} (felices)	 ellos_ellas_ustedes ends_in_ir imperfecto irregular_verb low_irregularity lucir regular_form 	lucir	lluir	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (felices)
2554	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::lucía::…lucir…}} (feliz)	 ends_in_ir imperfecto in_the_wild irregular_verb low_irregularity lucir refrán regular_form él_ella_usted 	lucir	lluir	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (feliz)
2549	⊙ Ahora mismo, ⊙nosotros {{c1::lucimos::…lucir…}} (felices)	 ends_in_ir irregular_verb low_irregularity lucir nosotros presente regular_form 	lucir	lluir	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (felices)
2545	⊙ Ahora mismo, ⊙yo {{c1::luzco::…lucir…}} (feliz)	 ends_in_ir irregular_form irregular_verb low_irregularity lucir presente yo 	lucir	lluir	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (feliz)
2550	⊙ Ahora mismo, ⊙vosotros {{c1::lucís::…lucir…}} (felices)	 ends_in_ir irregular_verb low_irregularity lucir presente regular_form vosotros 	lucir	lluir	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (felices)
2551	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::lucen::…lucir…}} (felices)	 ellos_ellas_ustedes ends_in_ir irregular_verb low_irregularity lucir presente regular_form 	lucir	lluir	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (felices)
2548	⊙ Ahora mismo, ⊙él/ella/usted {{c1::luce::…lucir…}} (feliz)	 dicho ends_in_ir in_the_wild irregular_verb low_irregularity lucir presente regular_form él_ella_usted 	lucir	lluir	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (feliz)
2561	↧ En aquel momento ↧nosotros {{c1::lucimos::…lucir…}} (felices)	 ends_in_ir indefinido irregular_verb low_irregularity lucir nosotros regular_form 	lucir	lluir	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (felices)
2558	↧ En aquel momento ↧yo {{c1::lucí::…lucir…}} (feliz)	 ends_in_ir indefinido irregular_verb low_irregularity lucir regular_form yo 	lucir	lluir	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (feliz)
2562	↧ En aquel momento ↧vosotros {{c1::lucisteis::…lucir…}} (felices)	 ends_in_ir indefinido irregular_verb low_irregularity lucir regular_form vosotros 	lucir	lluir	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (felices)
2563	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::lucieron::…lucir…}} (felices)	 ellos_ellas_ustedes ends_in_ir indefinido irregular_verb low_irregularity lucir regular_form 	lucir	lluir	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (felices)
2560	↧ En aquel momento ↧él/ella/usted {{c1::lució::…lucir…}} (feliz)	 ends_in_ir indefinido irregular_verb low_irregularity lucir regular_form él_ella_usted 	lucir	lluir	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (feliz)
2592	Vámonos equipo, por favor,¡ (que) {{c1::luzcamos::…lucir…}} (felices), ya !(nosotros)	 ends_in_ir imperativo irregular_form irregular_verb low_irregularity lucir nosotros 	lucir	lluir	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (felices), ya !(nosotros)
2593	Tú y tú, por favor,¡ {{c1::lucid::…lucir…}} (felices), ya !(vosotros)	 ends_in_ir imperativo irregular_verb low_irregularity lucir regular_form vosotros 	lucir	lluir	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (felices), ya !(vosotros)
2594	Señores, por favor,¡ (que) {{c1::luzcan::…lucir…}} (felices), ya ! (ellos/ellas/ustedes)	 ellos_ellas_ustedes ends_in_ir imperativo irregular_form irregular_verb low_irregularity lucir 	lucir	lluir	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (felices), ya ! (ellos/ellas/ustedes)
2591	Señora, por favor,¡ (que) {{c1::luzca::…lucir…}} (feliz), ya !(él/ella/usted)	 ends_in_ir imperativo irregular_form irregular_verb low_irregularity lucir él_ella_usted 	lucir	lluir	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (feliz), ya !(él/ella/usted)
2544	Hugo ha {{c1::lucido::…lucir…}} (su colección)	 ends_in_ir irregular_verb low_irregularity lucir participio regular_form 	lucir	lluir	0	S	P	0	0	Hugo ha 	 (su colección)
2585	↫ Fue sorprendente que ↫nosotros {{c1::luciéramos | luciésemos::…lucir…}} (felices)	 ends_in_ir irregular_verb low_irregularity lucir nosotros regular_form subjuntivo_pasado 	lucir	lluir	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (felices)
2582	↫ Fue sorprendente que ↫yo {{c1::luciera | luciese::…lucir…}} (feliz)	 ends_in_ir irregular_verb low_irregularity lucir regular_form subjuntivo_pasado yo 	lucir	lluir	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (feliz)
2586	↫ Fue sorprendente que ↫vosotros {{c1::lucierais | lucieseis::…lucir…}} (felices)	 ends_in_ir irregular_verb low_irregularity lucir regular_form subjuntivo_pasado vosotros 	lucir	lluir	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (felices)
2587	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::lucieran | luciesen::…lucir…}} (felices)	 ellos_ellas_ustedes ends_in_ir irregular_verb low_irregularity lucir regular_form subjuntivo_pasado 	lucir	lluir	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (felices)
2584	↫ Fue sorprendente que ↫él/ella/usted {{c1::luciera | luciese::…lucir…}} (feliz)	 ends_in_ir irregular_verb low_irregularity lucir regular_form subjuntivo_pasado él_ella_usted 	lucir	lluir	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (feliz)
2579	〰 Resulta divertido que 〰nosotros {{c1::luzcamos::…lucir…}} (felices)	 ends_in_ir irregular_form irregular_verb low_irregularity lucir nosotros subjuntivo_presente 	lucir	lluir	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (felices)
2576	〰 Resulta divertido que 〰yo {{c1::luzca::…lucir…}} (feliz)	 ends_in_ir irregular_form irregular_verb low_irregularity lucir subjuntivo_presente yo 	lucir	lluir	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (feliz)
2580	〰 Resulta divertido que 〰vosotros {{c1::luzcáis::…lucir…}} (felices)	 ends_in_ir irregular_form irregular_verb low_irregularity lucir subjuntivo_presente vosotros 	lucir	lluir	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (felices)
2581	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::luzcan::…lucir…}} (felices)	 ellos_ellas_ustedes ends_in_ir irregular_form irregular_verb low_irregularity lucir subjuntivo_presente 	lucir	lluir	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (felices)
2578	〰 Resulta divertido que 〰él/ella/usted {{c1::luzca::…lucir…}} (feliz)	 ends_in_ir irregular_form irregular_verb low_irregularity lucir subjuntivo_presente él_ella_usted 	lucir	lluir	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (feliz)
1615	Mientras estoy estudiando…ella está {{c1::muriendo::…morir…}} (de hambre)	 ends_in_ir gerundio high_irregularity irregular_form irregular_verb morir 	morir	morir	0	0	G	0	0	Mientras estoy estudiando…ella está 	 (de hambre)
1645	… Si pasara algo, …nosotros {{c1::moriríamos::…morir…}} (de miedo)	 condicional ends_in_ir high_irregularity irregular_verb morir nosotros regular_form 	morir	morir	1	P	I	C	0	… Si pasara algo, …nosotros 	 (de miedo)
1642	… Si ocurriese esto, …yo {{c1::moriría::…morir…}} (de miedo)	 condicional ends_in_ir high_irregularity irregular_verb morir regular_form yo 	morir	morir	1	S	I	C	0	… Si ocurriese esto, …yo 	 (de miedo)
1646	… Si aconteciese esto, …vosotros {{c1::moriríais::…morir…}} (de miedo)	 condicional ends_in_ir high_irregularity irregular_verb morir regular_form vosotros 	morir	morir	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (de miedo)
1647	… Si se produjera esto, …ellos/ellas/ustedes {{c1::morirían::…morir…}} (de miedo)	 condicional ellos_ellas_ustedes ends_in_ir high_irregularity irregular_verb morir regular_form 	morir	morir	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (de miedo)
1644	… Si acaeciera algo, …él/ella/usted {{c1::moriría::…morir…}} (de miedo)	 condicional ends_in_ir high_irregularity irregular_verb morir regular_form él_ella_usted 	morir	morir	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (de miedo)
1639	→ En el futuro, →nosotros {{c1::moriremos::…morir…}} (de miedo)	 ends_in_ir futuro high_irregularity in_the_wild irregular_verb modismo morir nosotros regular_form 	morir	morir	1	P	I	F	0	→ En el futuro, →nosotros 	 (de miedo)
1636	→ En el futuro, →yo {{c1::moriré::…morir…}} (de miedo)	 ends_in_ir futuro high_irregularity irregular_verb morir regular_form yo 	morir	morir	1	S	I	F	0	→ En el futuro, →yo 	 (de miedo)
1640	→ En el futuro, →vosotros {{c1::moriréis::…morir…}} (de miedo)	 ends_in_ir futuro high_irregularity irregular_verb morir regular_form vosotros 	morir	morir	2	P	I	F	0	→ En el futuro, →vosotros 	 (de miedo)
1641	→ En el futuro, →ellos/ellas/ustedes {{c1::morirán::…morir…}} (de miedo)	 ellos_ellas_ustedes ends_in_ir futuro high_irregularity irregular_verb morir regular_form 	morir	morir	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (de miedo)
1638	→ En el futuro, →él/ella/usted {{c1::morirá::…morir…}} (de miedo)	 ends_in_ir futuro high_irregularity irregular_verb morir regular_form él_ella_usted 	morir	morir	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (de miedo)
1627	⇠ En esa época, a menudo, ⇠nosotros {{c1::moríamos::…morir…}} (de hambre)	 ends_in_ir high_irregularity imperfecto irregular_verb morir nosotros regular_form 	morir	morir	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (de hambre)
1624	⇠ En esa época, a menudo, ⇠yo {{c1::moría::…morir…}} (de hambre)	 ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form yo 	morir	morir	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (de hambre)
1628	⇠ En esa época, a menudo, ⇠vosotros {{c1::moríais::…morir…}} (de hambre)	 ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form vosotros 	morir	morir	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (de hambre)
1629	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::morían::…morir…}} (de hambre)	 ellos_ellas_ustedes ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form 	morir	morir	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (de hambre)
1626	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::moría::…morir…}} (de hambre)	 ends_in_ir high_irregularity imperfecto irregular_verb morir regular_form él_ella_usted 	morir	morir	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (de hambre)
1621	⊙ Ahora mismo, ⊙nosotros {{c1::morimos::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_verb morir nosotros presente regular_form 	morir	morir	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (de miedo)
1617	⊙ Ahora mismo, ⊙yo {{c1::muero::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir presente yo 	morir	morir	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (de miedo)
1622	⊙ Ahora mismo, ⊙vosotros {{c1::morís::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_verb morir presente regular_form vosotros 	morir	morir	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (de miedo)
1623	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::mueren::…morir…}} (de miedo)	 ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir presente 	morir	morir	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (de miedo)
1620	⊙ Ahora mismo, ⊙él/ella/usted {{c1::muere::…morir…}} (de miedo)	 ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb morir presente refrán él_ella_usted 	morir	morir	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (de miedo)
1633	↧ En aquel momento ↧nosotros {{c1::morimos::…morir…}} (de miedo)	 ends_in_ir high_irregularity indefinido irregular_verb morir nosotros regular_form 	morir	morir	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (de miedo)
1630	↧ En aquel momento ↧yo {{c1::morí::…morir…}} (de miedo)	 ends_in_ir high_irregularity indefinido irregular_verb morir regular_form yo 	morir	morir	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (de miedo)
1634	↧ En aquel momento ↧vosotros {{c1::moristeis::…morir…}} (de miedo)	 ends_in_ir high_irregularity indefinido irregular_verb morir regular_form vosotros 	morir	morir	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (de miedo)
1635	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::murieron::…morir…}} (de miedo)	 ellos_ellas_ustedes ends_in_ir high_irregularity indefinido irregular_form irregular_verb morir 	morir	morir	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (de miedo)
1632	↧ En aquel momento ↧él/ella/usted {{c1::murió::…morir…}} (de miedo)	 ends_in_ir high_irregularity in_the_wild indefinido irregular_form irregular_verb morir refrán él_ella_usted 	morir	morir	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (de miedo)
1664	Vámonos equipo, por favor,¡ (que) {{c1::muramos::…morir…}} (de vergüenza), ya !(nosotros)	 ends_in_ir high_irregularity imperativo irregular_form irregular_verb morir nosotros 	morir	morir	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (de vergüenza), ya !(nosotros)
1665	Tú y tú, por favor,¡ {{c1::morid::…morir…}} (de vergüenza), ya !(vosotros)	 ends_in_ir high_irregularity imperativo irregular_verb morir regular_form vosotros 	morir	morir	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (de vergüenza), ya !(vosotros)
1666	Señores, por favor,¡ (que) {{c1::mueran::…morir…}} (de vergüenza), ya ! (ellos/ellas/ustedes)	 ellos_ellas_ustedes ends_in_ir high_irregularity imperativo irregular_form irregular_verb morir 	morir	morir	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (de vergüenza), ya ! (ellos/ellas/ustedes)
1663	Señora, por favor,¡ (que) {{c1::muera::…morir…}} (de vergüenza), ya !(él/ella/usted)	 ends_in_ir high_irregularity imperativo irregular_form irregular_verb morir él_ella_usted 	morir	morir	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (de vergüenza), ya !(él/ella/usted)
1616	Hugo ha {{c1::muerto::…morir…}} (de causas naturales)	 ends_in_ir high_irregularity in_the_wild irregular_form irregular_verb morir participio refrán 	morir	morir	0	S	P	0	0	Hugo ha 	 (de causas naturales)
1657	↫ Fue sorprendente que ↫nosotros {{c1::muriéramos | muriésemos::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir nosotros subjuntivo_pasado 	morir	morir	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (de miedo)
1654	↫ Fue sorprendente que ↫yo {{c1::muriera | muriese::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado yo 	morir	morir	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (de miedo)
1658	↫ Fue sorprendente que ↫vosotros {{c1::murierais | murieseis::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado vosotros 	morir	morir	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (de miedo)
1659	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::murieran | muriesen::…morir…}} (de miedo)	 ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado 	morir	morir	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (de miedo)
1656	↫ Fue sorprendente que ↫él/ella/usted {{c1::muriera | muriese::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_pasado él_ella_usted 	morir	morir	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (de miedo)
1651	〰 Resulta divertido que 〰nosotros {{c1::muramos::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir nosotros subjuntivo_presente 	morir	morir	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (de miedo)
1648	〰 Resulta divertido que 〰yo {{c1::muera::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente yo 	morir	morir	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (de miedo)
1652	〰 Resulta divertido que 〰vosotros {{c1::muráis::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente vosotros 	morir	morir	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (de miedo)
1653	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::mueran::…morir…}} (de miedo)	 ellos_ellas_ustedes ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente 	morir	morir	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (de miedo)
1650	〰 Resulta divertido que 〰él/ella/usted {{c1::muera::…morir…}} (de miedo)	 ends_in_ir high_irregularity irregular_form irregular_verb morir subjuntivo_presente él_ella_usted 	morir	morir	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (de miedo)
2485	Mientras estoy estudiando…ella está {{c1::oliendo::…oler…}} (el humo del porro del vecino)	 ends_in_er gerundio irregular_verb low_irregularity oler regular_form 	oler	olorar	0	0	G	0	0	Mientras estoy estudiando…ella está 	 (el humo del porro del vecino)
2515	… Si pasara algo, …nosotros {{c1::oleríamos::…oler…}} (la basura)	 condicional ends_in_er irregular_verb low_irregularity nosotros oler regular_form 	oler	olorar	1	P	I	C	0	… Si pasara algo, …nosotros 	 (la basura)
2512	… Si ocurriese esto, …yo {{c1::olería::…oler…}} (la basura)	 condicional ends_in_er irregular_verb low_irregularity oler regular_form yo 	oler	olorar	1	S	I	C	0	… Si ocurriese esto, …yo 	 (la basura)
2516	… Si aconteciese esto, …vosotros {{c1::oleríais::…oler…}} (la basura)	 condicional ends_in_er irregular_verb low_irregularity oler regular_form vosotros 	oler	olorar	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (la basura)
2517	… Si se produjera esto, …ellos/ellas/ustedes {{c1::olerían::…oler…}} (la basura)	 condicional ellos_ellas_ustedes ends_in_er irregular_verb low_irregularity oler regular_form 	oler	olorar	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (la basura)
2514	… Si acaeciera algo, …él/ella/usted {{c1::olería::…oler…}} (la basura)	 condicional ends_in_er irregular_verb low_irregularity oler regular_form él_ella_usted 	oler	olorar	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (la basura)
2509	→ En el futuro, →nosotros {{c1::oleremos::…oler…}} (la basura)	 ends_in_er futuro irregular_verb low_irregularity nosotros oler regular_form 	oler	olorar	1	P	I	F	0	→ En el futuro, →nosotros 	 (la basura)
2506	→ En el futuro, →yo {{c1::oleré::…oler…}} (la basura)	 ends_in_er futuro irregular_verb low_irregularity oler regular_form yo 	oler	olorar	1	S	I	F	0	→ En el futuro, →yo 	 (la basura)
2510	→ En el futuro, →vosotros {{c1::oleréis::…oler…}} (la basura)	 ends_in_er futuro irregular_verb low_irregularity oler regular_form vosotros 	oler	olorar	2	P	I	F	0	→ En el futuro, →vosotros 	 (la basura)
