note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|context_phrase|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
Mujer, si us plau,  no {{c1::adquieras::…adquirir…}} (más llibres) !(tu)| adquirir ends_in_ir imperativo irregular_form irregular_verb low_irregularity negative_imperativo tú_vos |adquirir|adquirir|2|S|M|0|neg|más libros|Mujer, por favor,¡ no {{c1::adquieras::…adquirir…}} (más libros) !(tú/vos)|adquireixis|VMSP2S0Y|central|M|0|||Mujer, si us plau,  no | (más llibres) !(tu)|Mujer, si us plau,  no {{c1::adquireixis::…adquirir…}} (más llibres) !(tu)||imperatiu|-ir|tu| imperatiu -ir tu adquirir 
Senjora, si us plau,  (que) {{c1::adquiera::…adquirir…}} (más llibres), ja !(ell/ella/vostè)| adquirir ends_in_ir imperativo irregular_form irregular_verb low_irregularity él_ella_usted |adquirir|adquirir|3|S|M|0|pos|que|Señora, por favor,¡ (que) {{c1::adquiera::…adquirir…}} (más libros), ya !(él/ella/usted)|adquireixi|VMM03S0Y|central|M|0|||Senjora, si us plau,  (que) | (más llibres), ja !(ell/ella/vostè)|Senjora, si us plau,  (que) {{c1::adquireixi::…adquirir…}} (más llibres), ja !(ell/ella/vostè)||imperatiu|-ir|ell/ella/vostè| imperatiu -ir ell/ella/vostè adquirir 
Vosaltres equip, si us plau,  (que) {{c1::adquiramos::…adquirir…}} (más llibres), ja !(nosaltres)| adquirir ends_in_ir imperativo irregular_verb low_irregularity nosotros regular_form |adquirir|adquirir|1|P|M|0|pos|que|Vámonos equipo, por favor,¡ (que) {{c1::adquiramos::…adquirir…}} (más libros), ya !(nosotros)|adquirim|VMM01P00|central|M|0|||Vosaltres equip, si us plau,  (que) | (más llibres), ja !(nosaltres)|Vosaltres equip, si us plau,  (que) {{c1::adquirim::…adquirir…}} (más llibres), ja !(nosaltres)||imperatiu|-ir|nosaltres| imperatiu -ir nosaltres adquirir 
Tu i tu, si us plau,  {{c1::adquirid::…adquirir…}} (más llibres), ja !(vosaltres)| adquirir ends_in_ir imperativo irregular_verb low_irregularity regular_form vosotros |adquirir|adquirir|2|P|M|0|pos|más libros|Tú y tú, por favor,¡ {{c1::adquirid::…adquirir…}} (más libros), ya !(vosotros)|adquiriu|VMM02P00|central|M|0|||Tu i tu, si us plau,  | (más llibres), ja !(vosaltres)|Tu i tu, si us plau,  {{c1::adquiriu::…adquirir…}} (más llibres), ja !(vosaltres)||imperatiu|-ir|vosaltres| imperatiu -ir vosaltres adquirir 
Senjors, si us plau,  (que) {{c1::adquieran::…adquirir…}} (más llibres), ja ! (ells/elles/vostès)| adquirir ellos_ellas_ustedes ends_in_ir imperativo irregular_form irregular_verb low_irregularity |adquirir|adquirir|3|P|M|0|pos|que|Señores, por favor,¡ (que) {{c1::adquieran::…adquirir…}} (más libros), ya ! (ellos/ellas/ustedes)|adquireixin|VMM03P0Y|central|M|0|||Senjors, si us plau,  (que) | (más llibres), ja ! (ells/elles/vostès)|Senjors, si us plau,  (que) {{c1::adquireixin::…adquirir…}} (más llibres), ja ! (ells/elles/vostès)||imperatiu|-ir|ells/elles/vostès| imperatiu -ir ells/elles/vostès adquirir 
A mesura que estic estudiant…ella me està {{c1::cogiendo::…coger…}} (afecte)| coger ends_in_er gerundio regular_form regular_verb |coger|agafar|0|0|G|0|0|cariño|Mientras estoy estudiando…ella me está {{c1::cogiendo::…coger…}} (cariño)|agafant|VMG00000|central|M|0|||A mesura que estic estudiant…ella me està | (afecte)|A mesura que estic estudiant…ella me està {{c1::agafant::…agafar…}} (afecte)||gerundi|-ar|| gerundi -ar agafar 
Hugo le ha {{c1::cogido::…coger…}} (afecte)| coger ends_in_er participio regular_form regular_verb |coger|agafar|0|S|P|0|0|cariño|Hugo le ha {{c1::cogido::…coger…}} (cariño)|agafat|VMP00SM0|central|M|M|||Hugo le ha | (afecte)|Hugo le ha {{c1::agafat::…agafar…}} (afecte)||participi|-ar|| participi -ar agafar 
⊙ Ara mateix, ⊙jo {{c1::cojo::…coger…}} (el tren)| coger ends_in_er presente regular_form regular_spelling_change regular_verb yo |coger|agafar|1|S|I|P|0|el tren|⊙ Ahora mismo, ⊙yo {{c1::cojo::…coger…}} (el tren)|agafo|VMIP1S0C|central|M|0|||⊙ Ara mateix, ⊙jo | (el tren)|⊙ Ara mateix, ⊙jo {{c1::agafo::…agafar…}} (el tren)|present|indicatiu|-ar|jo| present indicatiu -ar jo agafar 
⊙ Ara mateix, ⊙tu {{c1::coges::…coger…}} (el tren)| coger ends_in_er in_the_wild presente refrán regular_form regular_verb tú tú_vos |coger|agafar|2|S|I|P|0|el tren|⊙ Ahora mismo, ⊙tú {{c1::coges::…coger…}} (el tren)|agafes|VMIP2S00|central|M|0|||⊙ Ara mateix, ⊙tu | (el tren)|⊙ Ara mateix, ⊙tu {{c1::agafes::…agafar…}} (el tren)|present|indicatiu|-ar|tu| present indicatiu -ar tu agafar 
⊙ Ara mateix, ⊙ell/ella/vostè {{c1::coge::…coger…}} (el tren)| coger ends_in_er presente regular_form regular_verb él_ella_usted |coger|agafar|3|S|I|P|0|el tren|⊙ Ahora mismo, ⊙él/ella/usted {{c1::coge::…coger…}} (el tren)|agafa|VMIP3S00|central|M|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (el tren)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::agafa::…agafar…}} (el tren)|present|indicatiu|-ar|ell/ella/vostè| present indicatiu -ar ell/ella/vostè agafar 
⊙ Ara mateix, ⊙nosaltres {{c1::cogemos::…coger…}} (el tren)| coger ends_in_er nosotros presente regular_form regular_verb |coger|agafar|1|P|I|P|0|el tren|⊙ Ahora mismo, ⊙nosotros {{c1::cogemos::…coger…}} (el tren)|agafem|VMIP1P00|central|M|0|||⊙ Ara mateix, ⊙nosaltres | (el tren)|⊙ Ara mateix, ⊙nosaltres {{c1::agafem::…agafar…}} (el tren)|present|indicatiu|-ar|nosaltres| present indicatiu -ar nosaltres agafar 
⊙ Ara mateix, ⊙vosaltres {{c1::cogéis::…coger…}} (el tren)| coger ends_in_er presente regular_form regular_verb vosotros |coger|agafar|2|P|I|P|0|el tren|⊙ Ahora mismo, ⊙vosotros {{c1::cogéis::…coger…}} (el tren)|agafeu|VMIP2P00|central|M|0|||⊙ Ara mateix, ⊙vosaltres | (el tren)|⊙ Ara mateix, ⊙vosaltres {{c1::agafeu::…agafar…}} (el tren)|present|indicatiu|-ar|vosaltres| present indicatiu -ar vosaltres agafar 
⊙ Ara mateix, ⊙ells/elles/vostès {{c1::cogen::…coger…}} (el tren)| coger ellos_ellas_ustedes ends_in_er in_the_wild presente refrán regular_form regular_verb |coger|agafar|3|P|I|P|0|el tren|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::cogen::…coger…}} (el tren)|agafen|VMIP3P00|central|M|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (el tren)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::agafen::…agafar…}} (el tren)|present|indicatiu|-ar|ells/elles/vostès| present indicatiu -ar ells/elles/vostès agafar 
⇠ En aquella època, sovint, ⇠jo {{c1::cogía::…coger…}} (el tren)| coger ends_in_er imperfecto regular_form regular_verb yo |coger|agafar|1|S|I|I|0|el tren|⇠ En esa época, a menudo, ⇠yo {{c1::cogía::…coger…}} (el tren)|agafava|VMII1S00|central|M|0|||⇠ En aquella època, sovint, ⇠jo | (el tren)|⇠ En aquella època, sovint, ⇠jo {{c1::agafava::…agafar…}} (el tren)|imperfet|indicatiu|-ar|jo| imperfet indicatiu -ar jo agafar 
⇠ En aquella època, sovint, ⇠tu {{c1::cogías::…coger…}} (el tren)| coger ends_in_er imperfecto regular_form regular_verb tú_vos |coger|agafar|2|S|I|I|0|el tren|⇠ En esa época, a menudo, ⇠tú/vos {{c1::cogías::…coger…}} (el tren)|agafaves|VMII2S00|central|M|0|||⇠ En aquella època, sovint, ⇠tu | (el tren)|⇠ En aquella època, sovint, ⇠tu {{c1::agafaves::…agafar…}} (el tren)|imperfet|indicatiu|-ar|tu| imperfet indicatiu -ar tu agafar 
⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::cogía::…coger…}} (el tren)| coger ends_in_er imperfecto regular_form regular_verb él_ella_usted |coger|agafar|3|S|I|I|0|el tren|⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::cogía::…coger…}} (el tren)|agafava|VMII3S00|central|M|0|||⇠ En aquella època, sovint, ⇠ell/ella/vostè | (el tren)|⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::agafava::…agafar…}} (el tren)|imperfet|indicatiu|-ar|ell/ella/vostè| imperfet indicatiu -ar ell/ella/vostè agafar 
⇠ En aquella època, sovint, ⇠nosaltres {{c1::cogíamos::…coger…}} (el tren)| coger ends_in_er imperfecto nosotros regular_form regular_verb |coger|agafar|1|P|I|I|0|el tren|⇠ En esa época, a menudo, ⇠nosotros {{c1::cogíamos::…coger…}} (el tren)|agafàvem|VMII1P00|central|M|0|||⇠ En aquella època, sovint, ⇠nosaltres | (el tren)|⇠ En aquella època, sovint, ⇠nosaltres {{c1::agafàvem::…agafar…}} (el tren)|imperfet|indicatiu|-ar|nosaltres| imperfet indicatiu -ar nosaltres agafar 
⇠ En aquella època, sovint, ⇠vosaltres {{c1::cogíais::…coger…}} (el tren)| coger ends_in_er imperfecto regular_form regular_verb vosotros |coger|agafar|2|P|I|I|0|el tren|⇠ En esa época, a menudo, ⇠vosotros {{c1::cogíais::…coger…}} (el tren)|agafàveu|VMII2P00|central|M|0|||⇠ En aquella època, sovint, ⇠vosaltres | (el tren)|⇠ En aquella època, sovint, ⇠vosaltres {{c1::agafàveu::…agafar…}} (el tren)|imperfet|indicatiu|-ar|vosaltres| imperfet indicatiu -ar vosaltres agafar 
⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::cogían::…coger…}} (el tren)| coger ellos_ellas_ustedes ends_in_er imperfecto regular_form regular_verb |coger|agafar|3|P|I|I|0|el tren|⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::cogían::…coger…}} (el tren)|agafaven|VMII3P00|central|M|0|||⇠ En aquella època, sovint, ⇠ells/elles/vostès | (el tren)|⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::agafaven::…agafar…}} (el tren)|imperfet|indicatiu|-ar|ells/elles/vostès| imperfet indicatiu -ar ells/elles/vostès agafar 
↧ En aquell moment ↧jo {{c1::cogí::…coger…}} (el tren)| coger ends_in_er indefinido regular_form regular_verb yo |coger|agafar|1|S|I|passat_perifrastic|0|el tren|↧ En aquel momento ↧yo {{c1::cogí::…coger…}} (el tren)|vaig agafar||||||vaig|↧ En aquell moment ↧jo | (el tren)|↧ En aquell moment ↧jo {{c1::vaig agafar::…agafar…}} (el tren)|passat_perifrastic|indicatiu|-ar|jo| passat_perifrastic indicatiu -ar jo agafar 
↧ En aquell moment ↧tu {{c1::cogiste::…coger…}} (el tren)| coger ends_in_er indefinido regular_form regular_verb tú_vos |coger|agafar|2|S|I|passat_perifrastic|0|el tren|↧ En aquel momento ↧tú/vos {{c1::cogiste::…coger…}} (el tren)|vas agafar||||||vas|↧ En aquell moment ↧tu | (el tren)|↧ En aquell moment ↧tu {{c1::vas agafar::…agafar…}} (el tren)|passat_perifrastic|indicatiu|-ar|tu| passat_perifrastic indicatiu -ar tu agafar 
↧ En aquell moment ↧ell/ella/vostè {{c1::cogió::…coger…}} (el tren)| coger ends_in_er in_the_wild indefinido modismo regular_form regular_verb él_ella_usted |coger|agafar|3|S|I|passat_perifrastic|0|el tren|↧ En aquel momento ↧él/ella/usted {{c1::cogió::…coger…}} (el tren)|va agafar||||||va|↧ En aquell moment ↧ell/ella/vostè | (el tren)|↧ En aquell moment ↧ell/ella/vostè {{c1::va agafar::…agafar…}} (el tren)|passat_perifrastic|indicatiu|-ar|ell/ella/vostè| passat_perifrastic indicatiu -ar ell/ella/vostè agafar 
↧ En aquell moment ↧nosaltres {{c1::cogimos::…coger…}} (el tren)| coger ends_in_er indefinido nosotros regular_form regular_verb |coger|agafar|1|P|I|passat_perifrastic|0|el tren|↧ En aquel momento ↧nosotros {{c1::cogimos::…coger…}} (el tren)|vam agafar||||||vam|↧ En aquell moment ↧nosaltres | (el tren)|↧ En aquell moment ↧nosaltres {{c1::vam agafar::…agafar…}} (el tren)|passat_perifrastic|indicatiu|-ar|nosaltres| passat_perifrastic indicatiu -ar nosaltres agafar 
↧ En aquell moment ↧vosaltres {{c1::cogisteis::…coger…}} (el tren)| coger ends_in_er indefinido regular_form regular_verb vosotros |coger|agafar|2|P|I|passat_perifrastic|0|el tren|↧ En aquel momento ↧vosotros {{c1::cogisteis::…coger…}} (el tren)|vau agafar||||||vau|↧ En aquell moment ↧vosaltres | (el tren)|↧ En aquell moment ↧vosaltres {{c1::vau agafar::…agafar…}} (el tren)|passat_perifrastic|indicatiu|-ar|vosaltres| passat_perifrastic indicatiu -ar vosaltres agafar 
↧ En aquell moment ↧ells/elles/vostès {{c1::cogieron::…coger…}} (el tren)| coger ellos_ellas_ustedes ends_in_er indefinido regular_form regular_verb |coger|agafar|3|P|I|passat_perifrastic|0|el tren|↧ En aquel momento ↧ellos/ellas/ustedes {{c1::cogieron::…coger…}} (el tren)|van agafar||||||van|↧ En aquell moment ↧ells/elles/vostès | (el tren)|↧ En aquell moment ↧ells/elles/vostès {{c1::van agafar::…agafar…}} (el tren)|passat_perifrastic|indicatiu|-ar|ells/elles/vostès| passat_perifrastic indicatiu -ar ells/elles/vostès agafar 
→ En el futur, →jo {{c1::cogeré::…coger…}} (el tren)| coger ends_in_er futuro regular_form regular_verb yo |coger|agafar|1|S|I|F|0|el tren|→ En el futuro, →yo {{c1::cogeré::…coger…}} (el tren)|agafaré|VMIF1S00|central|M|0|||→ En el futur, →jo | (el tren)|→ En el futur, →jo {{c1::agafaré::…agafar…}} (el tren)|futur|indicatiu|-ar|jo| futur indicatiu -ar jo agafar 
→ En el futur, →tu {{c1::cogerás::…coger…}} (el tren)| coger ends_in_er futuro regular_form regular_verb tú_vos |coger|agafar|2|S|I|F|0|el tren|→ En el futuro, →tú/vos {{c1::cogerás::…coger…}} (el tren)|agafaràs|VMIF2S00|central|M|0|||→ En el futur, →tu | (el tren)|→ En el futur, →tu {{c1::agafaràs::…agafar…}} (el tren)|futur|indicatiu|-ar|tu| futur indicatiu -ar tu agafar 
→ En el futur, →ell/ella/vostè {{c1::cogerá::…coger…}} (el tren)| coger ends_in_er futuro regular_form regular_verb él_ella_usted |coger|agafar|3|S|I|F|0|el tren|→ En el futuro, →él/ella/usted {{c1::cogerá::…coger…}} (el tren)|agafarà|VMIF3S00|central|M|0|||→ En el futur, →ell/ella/vostè | (el tren)|→ En el futur, →ell/ella/vostè {{c1::agafarà::…agafar…}} (el tren)|futur|indicatiu|-ar|ell/ella/vostè| futur indicatiu -ar ell/ella/vostè agafar 
→ En el futur, →nosaltres {{c1::cogeremos::…coger…}} (el tren)| coger ends_in_er futuro nosotros regular_form regular_verb |coger|agafar|1|P|I|F|0|el tren|→ En el futuro, →nosotros {{c1::cogeremos::…coger…}} (el tren)|agafarem|VMIF1P00|central|M|0|||→ En el futur, →nosaltres | (el tren)|→ En el futur, →nosaltres {{c1::agafarem::…agafar…}} (el tren)|futur|indicatiu|-ar|nosaltres| futur indicatiu -ar nosaltres agafar 
→ En el futur, →vosaltres {{c1::cogeréis::…coger…}} (el tren)| coger ends_in_er futuro regular_form regular_verb vosotros |coger|agafar|2|P|I|F|0|el tren|→ En el futuro, →vosotros {{c1::cogeréis::…coger…}} (el tren)|agafareu|VMIF2P00|central|M|0|||→ En el futur, →vosaltres | (el tren)|→ En el futur, →vosaltres {{c1::agafareu::…agafar…}} (el tren)|futur|indicatiu|-ar|vosaltres| futur indicatiu -ar vosaltres agafar 
→ En el futur, →ells/elles/vostès {{c1::cogerán::…coger…}} (el tren)| coger ellos_ellas_ustedes ends_in_er futuro regular_form regular_verb |coger|agafar|3|P|I|F|0|el tren|→ En el futuro, →ellos/ellas/ustedes {{c1::cogerán::…coger…}} (el tren)|agafaran|VMIF3P00|central|M|0|||→ En el futur, →ells/elles/vostès | (el tren)|→ En el futur, →ells/elles/vostès {{c1::agafaran::…agafar…}} (el tren)|futur|indicatiu|-ar|ells/elles/vostès| futur indicatiu -ar ells/elles/vostès agafar 
… Si passés això, …jo {{c1::cogería::…coger…}} (el tren)| coger condicional ends_in_er regular_form regular_verb yo |coger|agafar|1|S|I|C|0|el tren|… Si ocurriese esto, …yo {{c1::cogería::…coger…}} (el tren)|agafaria|VMIC1S00|central|M|0|||… Si passés això, …jo | (el tren)|… Si passés això, …jo {{c1::agafaria::…agafar…}} (el tren)|condicional|indicatiu|-ar|jo| condicional indicatiu -ar jo agafar 
… Si sucediera esto, …tu {{c1::cogerías::…coger…}} (el tren)| coger condicional ends_in_er regular_form regular_verb tú_vos |coger|agafar|2|S|I|C|0|el tren|… Si sucediera esto, …tú/vos {{c1::cogerías::…coger…}} (el tren)|agafaries|VMIC2S00|central|M|0|||… Si sucediera esto, …tu | (el tren)|… Si sucediera esto, …tu {{c1::agafaries::…agafar…}} (el tren)|condicional|indicatiu|-ar|tu| condicional indicatiu -ar tu agafar 
… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::cogería::…coger…}} (el tren)| coger condicional ends_in_er regular_form regular_verb él_ella_usted |coger|agafar|3|S|I|C|0|el tren|… Si acaeciera algo, …él/ella/usted {{c1::cogería::…coger…}} (el tren)|agafaria|VMIC3S00|central|M|0|||… Si s'esdevingués alguna cosa, …ell/ella/vostè | (el tren)|… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::agafaria::…agafar…}} (el tren)|condicional|indicatiu|-ar|ell/ella/vostè| condicional indicatiu -ar ell/ella/vostè agafar 
… Si passés alguna cosa, …nosaltres {{c1::cogeríamos::…coger…}} (el tren)| coger condicional ends_in_er nosotros regular_form regular_verb |coger|agafar|1|P|I|C|0|el tren|… Si pasara algo, …nosotros {{c1::cogeríamos::…coger…}} (el tren)|agafaríem|VMIC1P00|central|M|0|||… Si passés alguna cosa, …nosaltres | (el tren)|… Si passés alguna cosa, …nosaltres {{c1::agafaríem::…agafar…}} (el tren)|condicional|indicatiu|-ar|nosaltres| condicional indicatiu -ar nosaltres agafar 
… Si s'esdevingués això, …vosaltres {{c1::cogeríais::…coger…}} (el tren)| coger condicional ends_in_er regular_form regular_verb vosotros |coger|agafar|2|P|I|C|0|el tren|… Si aconteciese esto, …vosotros {{c1::cogeríais::…coger…}} (el tren)|agafaríeu|VMIC2P00|central|M|0|||… Si s'esdevingués això, …vosaltres | (el tren)|… Si s'esdevingués això, …vosaltres {{c1::agafaríeu::…agafar…}} (el tren)|condicional|indicatiu|-ar|vosaltres| condicional indicatiu -ar vosaltres agafar 
… Si es produís això, …ells/elles/vostès {{c1::cogerían::…coger…}} (el tren)| coger condicional ellos_ellas_ustedes ends_in_er regular_form regular_verb |coger|agafar|3|P|I|C|0|el tren|… Si se produjera esto, …ellos/ellas/ustedes {{c1::cogerían::…coger…}} (el tren)|agafarien|VMIC3P00|central|M|0|||… Si es produís això, …ells/elles/vostès | (el tren)|… Si es produís això, …ells/elles/vostès {{c1::agafarien::…agafar…}} (el tren)|condicional|indicatiu|-ar|ells/elles/vostès| condicional indicatiu -ar ells/elles/vostès agafar 
〰 Resulta divertit que 〰jo {{c1::coja::…coger…}} (el tren)| coger ends_in_er regular_form regular_spelling_change regular_verb subjuntivo_presente yo |coger|agafar|1|S|S|P|0|el tren|〰 Resulta divertido que 〰yo {{c1::coja::…coger…}} (el tren)|agafi|VMSP1S0Y|central|M|0|||〰 Resulta divertit que 〰jo | (el tren)|〰 Resulta divertit que 〰jo {{c1::agafi::…agafar…}} (el tren)|present|subjuntiu|-ar|jo| present subjuntiu -ar jo agafar 
〰 Resulta divertit que 〰tu {{c1::cojas::…coger…}} (el tren)| coger ends_in_er regular_form regular_spelling_change regular_verb subjuntivo_presente tú_vos |coger|agafar|2|S|S|P|0|el tren|〰 Resulta divertido que 〰tú/vos {{c1::cojas::…coger…}} (el tren)|agafis|VMSP2S0Y|central|M|0|||〰 Resulta divertit que 〰tu | (el tren)|〰 Resulta divertit que 〰tu {{c1::agafis::…agafar…}} (el tren)|present|subjuntiu|-ar|tu| present subjuntiu -ar tu agafar 
〰 Resulta divertit que 〰ell/ella/vostè {{c1::coja::…coger…}} (el tren)| coger ends_in_er regular_form regular_spelling_change regular_verb subjuntivo_presente él_ella_usted |coger|agafar|3|S|S|P|0|el tren|〰 Resulta divertido que 〰él/ella/usted {{c1::coja::…coger…}} (el tren)|agafi|VMSP3S0Y|central|M|0|||〰 Resulta divertit que 〰ell/ella/vostè | (el tren)|〰 Resulta divertit que 〰ell/ella/vostè {{c1::agafi::…agafar…}} (el tren)|present|subjuntiu|-ar|ell/ella/vostè| present subjuntiu -ar ell/ella/vostè agafar 
